Ration Card Number,State,District no.,Age,Gender,Family Size,Aadhaar Linked,Foodgrain Type,Monthly Quota (kg),Subsidy Amount (INR),FPS ID,Transaction Date,Transaction Status
4875890498,Maharashtra,District 7,69,Male,6,No,Millet,22,112,FPS6848,25-04-2024,Success
5129066982,Bihar,District 34,29,Male,6,Yes,Pulses,13,353,FPS5640,08-04-2024,Failure
8515962173,Gujarat,District 19,27,Male,10,No,Millet,19,270,FPS6168,15-04-2024,Success
6000997363,West Bengal,District 2,53,Female,8,No,Pulses,21,367,FPS4151,17-04-2024,Success
2184401052,Madhya Pradesh,District 35,69,Other,5,Yes,Millet,28,398,FPS7717,02-04-2024,Success
6653131138,Bihar,District 48,57,Other,9,No,Rice,16,118,FPS2520,23-04-2024,Failure
6183902485,Madhya Pradesh,District 22,31,Male,2,No,Sugar,13,71,FPS4011,27-04-2024,Failure
3605102519,Rajasthan,District 47,54,Male,6,No,Wheat,31,90,FPS5755,23-04-2024,Success
3474572780,Madhya Pradesh,District 38,28,Other,2,Yes,Sugar,26,422,FPS6122,02-04-2024,Success
5974456438,Andhra Pradesh,District 30,50,Male,8,Yes,Sugar,14,316,FPS7854,18-04-2024,Failure
1732383554,Tamil Nadu,District 30,20,Male,10,Yes,Pulses,5,204,FPS8235,08-04-2024,Failure
5914687796,Andhra Pradesh,District 46,31,Female,4,Yes,Wheat,15,419,FPS1476,07-04-2024,Failure
2557211088,Tamil Nadu,District 47,25,Other,5,No,Pulses,30,113,FPS2840,24-04-2024,Failure
8580033347,Maharashtra,District 47,23,Other,10,No,Millet,25,288,FPS7237,24-04-2024,Failure
3374361477,Uttar Pradesh,District 25,32,Other,9,Yes,Rice,32,287,FPS7976,29-04-2024,Failure
8320549478,West Bengal,District 34,57,Female,8,Yes,Pulses,11,177,FPS6792,23-04-2024,Failure
8494399415,Uttar Pradesh,District 3,27,Female,8,Yes,Wheat,27,163,FPS3169,10-04-2024,Failure
4961471938,Rajasthan,District 6,55,Female,3,Yes,Wheat,32,202,FPS8206,04-04-2024,Success
6293720832,Bihar,District 19,54,Female,9,Yes,Pulses,21,185,FPS5908,11-04-2024,Failure
6001149139,Gujarat,District 10,80,Male,6,Yes,Rice,5,223,FPS7088,04-04-2024,Failure
3598914079,Andhra Pradesh,District 34,22,Male,4,Yes,Sugar,26,208,FPS9918,11-04-2024,Success
8131544583,Uttar Pradesh,District 48,20,Female,3,No,Rice,33,399,FPS8058,16-04-2024,Success
6449247357,Uttar Pradesh,District 35,77,Female,4,Yes,Sugar,16,426,FPS5038,18-04-2024,Failure
5756298092,Andhra Pradesh,District 48,24,Other,8,No,Sugar,11,211,FPS2049,12-04-2024,Failure
4537255539,Maharashtra,District 13,64,Other,10,Yes,Pulses,9,137,FPS9115,30-04-2024,Failure
4290185856,Madhya Pradesh,District 50,51,Male,8,Yes,Sugar,12,102,FPS3712,07-04-2024,Success
3169534829,Madhya Pradesh,District 25,60,Other,6,No,Wheat,7,464,FPS9044,03-04-2024,Failure
2244598497,Karnataka,District 37,21,Female,8,Yes,Pulses,13,95,FPS7087,24-04-2024,Success
4704564397,Andhra Pradesh,District 30,34,Female,8,Yes,Pulses,28,99,FPS1318,12-04-2024,Failure
3600795286,Bihar,District 29,31,Female,9,Yes,Millet,29,428,FPS6811,04-04-2024,Failure
5973329313,Madhya Pradesh,District 24,59,Male,6,No,Wheat,8,254,FPS3172,22-04-2024,Success
1223894413,Tamil Nadu,District 47,53,Other,9,Yes,Wheat,18,106,FPS5109,26-04-2024,Success
3205659267,West Bengal,District 36,41,Other,7,Yes,Millet,7,417,FPS8645,13-04-2024,Success
8443718994,Karnataka,District 38,36,Male,6,No,Rice,28,389,FPS9737,25-04-2024,Success
4792516951,Karnataka,District 20,41,Male,7,Yes,Rice,14,260,FPS9724,10-04-2024,Success
3897284441,Maharashtra,District 33,21,Female,9,Yes,Pulses,13,405,FPS2132,08-04-2024,Success
9140559781,Tamil Nadu,District 44,48,Other,6,No,Millet,29,287,FPS6426,18-04-2024,Success
6782766056,Andhra Pradesh,District 38,23,Other,2,No,Wheat,16,416,FPS3677,27-04-2024,Success
5408952246,Andhra Pradesh,District 12,39,Other,7,No,Rice,34,196,FPS4021,28-04-2024,Failure
3502328932,Rajasthan,District 37,19,Female,2,Yes,Rice,19,256,FPS1968,08-04-2024,Success
2249101700,Andhra Pradesh,District 32,21,Other,9,No,Pulses,8,219,FPS7623,01-04-2024,Success
9972466145,Maharashtra,District 20,23,Male,8,No,Wheat,8,464,FPS1766,01-04-2024,Failure
6594145888,Gujarat,District 9,62,Other,3,Yes,Pulses,11,272,FPS5246,11-04-2024,Success
7067066043,Rajasthan,District 17,72,Other,5,Yes,Rice,27,224,FPS8630,08-04-2024,Success
1440891961,Rajasthan,District 16,70,Female,5,Yes,Pulses,15,129,FPS4785,13-04-2024,Failure
1364451358,West Bengal,District 10,43,Male,10,Yes,Sugar,13,329,FPS5988,17-04-2024,Failure
5980248855,Uttar Pradesh,District 15,78,Female,8,Yes,Rice,32,102,FPS1747,04-04-2024,Failure
6952206951,Rajasthan,District 48,71,Other,3,No,Millet,10,451,FPS3843,22-04-2024,Failure
7557482116,West Bengal,District 50,18,Other,5,Yes,Rice,13,334,FPS2318,28-04-2024,Success
1698931439,Rajasthan,District 5,19,Male,9,No,Rice,32,126,FPS6948,21-04-2024,Failure
5181653663,Uttar Pradesh,District 16,56,Female,6,No,Wheat,24,276,FPS2174,07-04-2024,Success
3914396037,Bihar,District 36,71,Female,8,No,Pulses,34,311,FPS2417,27-04-2024,Failure
8364593012,Gujarat,District 34,72,Other,4,Yes,Rice,29,222,FPS3587,04-04-2024,Failure
3138771531,Tamil Nadu,District 3,45,Other,3,Yes,Rice,28,405,FPS2985,08-04-2024,Failure
9665399772,Gujarat,District 3,72,Other,10,Yes,Sugar,18,85,FPS1247,30-04-2024,Success
9708993116,Karnataka,District 24,59,Female,10,Yes,Rice,7,173,FPS1969,17-04-2024,Success
6562079424,West Bengal,District 47,78,Male,7,No,Sugar,7,468,FPS5718,01-04-2024,Failure
2934226279,Bihar,District 28,65,Other,7,Yes,Pulses,23,480,FPS2814,01-04-2024,Success
1842481297,Maharashtra,District 21,42,Male,2,No,Millet,32,394,FPS5837,26-04-2024,Failure
3157854581,West Bengal,District 21,21,Male,10,No,Rice,34,77,FPS3841,07-04-2024,Failure
1058552239,Karnataka,District 13,79,Other,6,Yes,Rice,24,324,FPS6733,21-04-2024,Success
6612747637,Gujarat,District 13,34,Other,9,No,Pulses,13,123,FPS1836,09-04-2024,Failure
8383761975,Uttar Pradesh,District 11,71,Male,6,Yes,Sugar,30,184,FPS6228,22-04-2024,Failure
9779972338,Karnataka,District 11,54,Other,6,Yes,Millet,23,411,FPS8614,10-04-2024,Success
9913395462,Tamil Nadu,District 41,58,Female,5,Yes,Wheat,35,361,FPS8873,16-04-2024,Success
6074633647,Maharashtra,District 20,27,Male,6,No,Rice,11,154,FPS2488,25-04-2024,Success
1685074754,Gujarat,District 49,40,Other,5,Yes,Pulses,34,338,FPS8755,10-04-2024,Success
5822081819,Rajasthan,District 39,48,Male,9,No,Pulses,28,221,FPS3818,02-04-2024,Success
2117853281,West Bengal,District 42,79,Other,4,No,Pulses,24,96,FPS4902,07-04-2024,Failure
2301396425,Bihar,District 20,77,Female,7,No,Wheat,24,348,FPS1165,15-04-2024,Success
1808800479,Rajasthan,District 39,30,Male,3,No,Pulses,26,446,FPS2821,17-04-2024,Success
4854196020,Maharashtra,District 49,78,Male,3,No,Millet,5,369,FPS1931,12-04-2024,Failure
6718162035,Karnataka,District 26,56,Other,9,Yes,Pulses,6,213,FPS4837,25-04-2024,Failure
9111956211,Maharashtra,District 22,55,Other,3,Yes,Millet,6,429,FPS8347,17-04-2024,Failure
9269459447,Maharashtra,District 4,25,Female,5,No,Pulses,24,389,FPS6311,05-04-2024,Failure
2552240265,Maharashtra,District 32,37,Male,5,Yes,Pulses,19,315,FPS1121,14-04-2024,Failure
5356194752,Uttar Pradesh,District 36,63,Female,6,No,Rice,11,272,FPS9816,03-04-2024,Success
5050346044,Gujarat,District 29,41,Male,5,Yes,Wheat,13,127,FPS3100,26-04-2024,Failure
4803081644,Tamil Nadu,District 14,42,Other,10,No,Millet,14,371,FPS1821,18-04-2024,Success
4853113562,Tamil Nadu,District 43,29,Female,8,Yes,Millet,28,134,FPS5649,04-04-2024,Success
7145384780,Karnataka,District 23,28,Other,9,Yes,Rice,23,271,FPS1889,27-04-2024,Failure
8206932614,Tamil Nadu,District 36,60,Other,5,No,Millet,35,270,FPS2264,04-04-2024,Failure
4477740128,Andhra Pradesh,District 6,33,Female,3,No,Millet,25,487,FPS9782,09-04-2024,Failure
5621557390,Andhra Pradesh,District 15,18,Male,9,Yes,Pulses,31,116,FPS2684,17-04-2024,Failure
7547802393,Maharashtra,District 7,60,Female,5,No,Wheat,10,497,FPS2426,24-04-2024,Success
9121346163,Maharashtra,District 43,32,Female,8,No,Rice,22,458,FPS4441,19-04-2024,Success
8865481451,Karnataka,District 21,19,Other,9,Yes,Millet,23,91,FPS5786,05-04-2024,Success
7828439752,Tamil Nadu,District 36,29,Female,10,Yes,Rice,27,330,FPS6692,22-04-2024,Success
8960777512,West Bengal,District 42,73,Male,6,No,Rice,24,91,FPS4651,03-04-2024,Failure
1861326935,Tamil Nadu,District 45,20,Male,9,No,Rice,23,222,FPS1103,28-04-2024,Success
7055461387,Andhra Pradesh,District 20,18,Female,7,No,Wheat,23,205,FPS2349,08-04-2024,Failure
8114315364,Madhya Pradesh,District 38,68,Male,2,Yes,Wheat,16,113,FPS2006,22-04-2024,Success
8114195208,Karnataka,District 30,54,Female,3,No,Millet,30,461,FPS7188,06-04-2024,Failure
3814086421,Andhra Pradesh,District 18,71,Other,2,No,Sugar,24,435,FPS6606,12-04-2024,Success
7447961280,Madhya Pradesh,District 13,50,Male,6,No,Rice,7,399,FPS2372,01-04-2024,Failure
7801328745,Karnataka,District 23,24,Other,8,No,Rice,35,203,FPS1015,17-04-2024,Failure
2998259090,Madhya Pradesh,District 36,78,Other,7,No,Rice,26,236,FPS9342,13-04-2024,Success
8960456599,Gujarat,District 30,55,Male,8,No,Rice,28,161,FPS3801,15-04-2024,Success
7302899200,Madhya Pradesh,District 46,62,Female,10,No,Wheat,20,392,FPS9349,29-04-2024,Success
2489533571,Maharashtra,District 14,71,Female,3,No,Millet,35,115,FPS3318,11-04-2024,Success
1546980618,Rajasthan,District 43,51,Male,5,No,Wheat,29,201,FPS8610,20-04-2024,Success
2361221809,Bihar,District 26,39,Female,4,No,Wheat,29,231,FPS3398,03-04-2024,Failure
1676121568,Madhya Pradesh,District 24,79,Male,10,Yes,Millet,25,465,FPS7815,28-04-2024,Failure
2764133928,West Bengal,District 44,65,Other,2,Yes,Millet,22,104,FPS5608,07-04-2024,Failure
3570939251,Andhra Pradesh,District 49,77,Female,9,No,Rice,9,223,FPS6847,23-04-2024,Success
9414600747,Bihar,District 30,78,Other,8,Yes,Millet,26,428,FPS5332,05-04-2024,Failure
1101649424,Rajasthan,District 31,75,Other,4,No,Pulses,20,364,FPS3322,07-04-2024,Failure
1029379591,Rajasthan,District 49,52,Male,3,No,Wheat,15,226,FPS8794,09-04-2024,Success
3656962322,Gujarat,District 28,32,Other,10,Yes,Wheat,13,237,FPS2528,02-04-2024,Failure
3279304148,Maharashtra,District 30,30,Other,2,Yes,Wheat,22,389,FPS3909,16-04-2024,Failure
1651827781,Tamil Nadu,District 10,19,Female,10,No,Wheat,7,165,FPS6952,30-04-2024,Success
1929695926,Rajasthan,District 13,44,Other,5,Yes,Wheat,25,240,FPS2809,04-04-2024,Failure
1372966438,Madhya Pradesh,District 48,52,Male,3,No,Millet,17,262,FPS2843,17-04-2024,Failure
9971964389,Madhya Pradesh,District 36,34,Female,3,No,Rice,29,422,FPS2867,21-04-2024,Success
8933680042,Maharashtra,District 29,50,Female,8,No,Pulses,14,265,FPS3968,20-04-2024,Success
6500454022,Maharashtra,District 34,33,Other,2,Yes,Millet,27,308,FPS4225,19-04-2024,Success
4817174136,West Bengal,District 23,49,Male,8,No,Wheat,30,338,FPS8789,30-04-2024,Failure
4464184840,Madhya Pradesh,District 32,47,Male,7,Yes,Sugar,23,165,FPS8156,05-04-2024,Success
6502234878,Bihar,District 39,69,Other,4,Yes,Pulses,32,304,FPS5244,16-04-2024,Failure
3072858875,Maharashtra,District 34,79,Male,8,Yes,Rice,19,81,FPS9875,30-04-2024,Failure
5672144212,West Bengal,District 7,26,Male,8,Yes,Sugar,17,374,FPS3369,08-04-2024,Failure
4875501907,Bihar,District 5,18,Other,3,Yes,Sugar,28,292,FPS1578,03-04-2024,Failure
2088487672,Maharashtra,District 45,48,Male,9,Yes,Pulses,8,318,FPS6334,27-04-2024,Failure
8321213252,Andhra Pradesh,District 35,67,Other,8,Yes,Millet,16,370,FPS6233,17-04-2024,Failure
2156152419,Uttar Pradesh,District 13,45,Male,9,Yes,Pulses,14,53,FPS8966,16-04-2024,Failure
9661517617,Karnataka,District 37,57,Female,7,No,Rice,8,459,FPS8104,19-04-2024,Success
4909099635,Tamil Nadu,District 30,61,Other,10,No,Pulses,28,206,FPS6657,20-04-2024,Failure
6533417376,Madhya Pradesh,District 21,21,Other,4,Yes,Rice,27,208,FPS2827,11-04-2024,Success
9303535027,Tamil Nadu,District 39,40,Female,8,No,Rice,20,287,FPS6763,08-04-2024,Failure
5809088044,Tamil Nadu,District 11,48,Male,2,No,Pulses,29,473,FPS4269,27-04-2024,Success
2125759775,Tamil Nadu,District 46,31,Male,6,Yes,Pulses,7,88,FPS5605,05-04-2024,Success
4221806702,Andhra Pradesh,District 31,56,Male,3,Yes,Sugar,11,63,FPS1303,18-04-2024,Failure
3858175216,Maharashtra,District 46,19,Other,7,Yes,Rice,22,449,FPS6847,20-04-2024,Success
8951842073,Tamil Nadu,District 31,55,Other,4,Yes,Wheat,18,482,FPS9947,01-04-2024,Success
1365298134,Maharashtra,District 2,43,Female,4,No,Wheat,8,195,FPS5665,16-04-2024,Success
8878187022,Madhya Pradesh,District 49,54,Male,3,No,Sugar,17,383,FPS9247,09-04-2024,Success
6529607998,Tamil Nadu,District 39,51,Male,2,No,Pulses,18,103,FPS1408,30-04-2024,Success
1792365514,Karnataka,District 29,26,Female,2,No,Millet,15,369,FPS8172,30-04-2024,Success
5005903964,Maharashtra,District 47,75,Male,2,No,Millet,13,486,FPS9142,06-04-2024,Failure
4668801539,Uttar Pradesh,District 24,78,Male,10,Yes,Sugar,7,127,FPS9119,20-04-2024,Failure
4857097949,Uttar Pradesh,District 41,25,Other,4,Yes,Sugar,22,282,FPS2330,27-04-2024,Success
9613956984,Bihar,District 50,80,Male,8,No,Pulses,19,480,FPS7618,07-04-2024,Failure
1167679274,Maharashtra,District 12,50,Male,3,Yes,Wheat,35,472,FPS9852,30-04-2024,Success
6739023687,Bihar,District 6,51,Male,6,Yes,Wheat,35,130,FPS3018,14-04-2024,Failure
6426251725,Andhra Pradesh,District 11,67,Other,10,No,Sugar,10,253,FPS5964,21-04-2024,Failure
5914158377,Andhra Pradesh,District 6,56,Female,8,No,Millet,25,387,FPS4840,06-04-2024,Failure
9628696040,Bihar,District 13,38,Female,2,No,Pulses,18,85,FPS3524,06-04-2024,Success
1353291489,Gujarat,District 9,43,Other,10,No,Rice,19,221,FPS2611,20-04-2024,Failure
9268065793,Maharashtra,District 25,28,Other,3,Yes,Wheat,12,118,FPS2232,10-04-2024,Failure
4658483226,Rajasthan,District 23,40,Male,9,No,Millet,5,475,FPS4516,29-04-2024,Failure
6247803135,Andhra Pradesh,District 15,55,Male,8,Yes,Pulses,20,259,FPS3229,19-04-2024,Success
7668191163,Maharashtra,District 37,34,Female,10,No,Sugar,33,169,FPS9581,04-04-2024,Success
7944236248,Maharashtra,District 49,51,Other,3,Yes,Wheat,23,396,FPS2768,19-04-2024,Failure
6501380431,Uttar Pradesh,District 15,80,Male,5,No,Sugar,29,458,FPS4505,17-04-2024,Success
6095503894,West Bengal,District 7,24,Other,2,No,Pulses,8,273,FPS2703,08-04-2024,Success
8749608844,West Bengal,District 9,52,Other,10,Yes,Wheat,23,261,FPS5516,19-04-2024,Failure
1698460373,Uttar Pradesh,District 40,49,Female,4,No,Rice,11,221,FPS3773,13-04-2024,Failure
5760822119,Tamil Nadu,District 8,52,Female,9,Yes,Millet,32,457,FPS1152,25-04-2024,Failure
7675760020,Tamil Nadu,District 10,52,Other,3,No,Rice,21,77,FPS4750,04-04-2024,Failure
5973196345,Uttar Pradesh,District 47,61,Other,2,No,Sugar,25,153,FPS9982,09-04-2024,Success
5204795186,Tamil Nadu,District 25,51,Male,2,No,Pulses,11,195,FPS7901,17-04-2024,Success
8347984067,Gujarat,District 25,22,Female,9,No,Millet,26,316,FPS6770,20-04-2024,Success
2069947303,Maharashtra,District 41,54,Female,6,Yes,Pulses,30,414,FPS6928,19-04-2024,Failure
8578895395,Andhra Pradesh,District 48,38,Male,2,No,Millet,14,203,FPS1523,12-04-2024,Failure
4778408207,Rajasthan,District 44,69,Female,6,No,Millet,17,440,FPS8056,04-04-2024,Success
1458291146,Andhra Pradesh,District 41,21,Female,8,No,Pulses,34,88,FPS7829,21-04-2024,Success
8847332443,Rajasthan,District 48,49,Male,3,Yes,Sugar,15,80,FPS2558,25-04-2024,Failure
5754865321,Gujarat,District 41,18,Other,2,No,Rice,29,484,FPS9564,02-04-2024,Success
1443834319,Maharashtra,District 35,43,Female,5,No,Wheat,11,234,FPS1175,24-04-2024,Success
6848516383,Rajasthan,District 33,52,Male,7,No,Sugar,13,159,FPS4396,11-04-2024,Success
7689046230,Andhra Pradesh,District 22,36,Other,4,Yes,Millet,5,408,FPS3809,09-04-2024,Failure
3213518003,Andhra Pradesh,District 34,21,Female,8,Yes,Sugar,12,204,FPS3427,05-04-2024,Failure
3277392095,Maharashtra,District 24,23,Female,2,Yes,Pulses,8,66,FPS4405,16-04-2024,Success
7100857722,Uttar Pradesh,District 43,79,Female,3,Yes,Wheat,12,454,FPS3694,20-04-2024,Success
7472247082,Andhra Pradesh,District 24,74,Female,7,Yes,Rice,23,129,FPS9840,16-04-2024,Failure
3908009080,Madhya Pradesh,District 15,70,Other,4,Yes,Sugar,20,293,FPS8829,24-04-2024,Success
7159633150,Maharashtra,District 23,43,Male,5,Yes,Sugar,28,268,FPS3558,03-04-2024,Failure
8494000615,Bihar,District 17,32,Other,2,No,Sugar,16,136,FPS2865,28-04-2024,Failure
7750928290,Rajasthan,District 6,52,Male,2,No,Sugar,17,355,FPS5436,01-04-2024,Failure
9869755067,Maharashtra,District 9,63,Male,6,Yes,Pulses,18,344,FPS7573,07-04-2024,Failure
1698909541,Karnataka,District 39,75,Male,5,No,Sugar,7,341,FPS7685,03-04-2024,Failure
3655617924,West Bengal,District 20,38,Female,2,No,Sugar,31,65,FPS2657,04-04-2024,Success
6733054031,Andhra Pradesh,District 17,38,Female,7,No,Pulses,5,318,FPS7476,18-04-2024,Failure
6213570286,Bihar,District 12,48,Female,10,Yes,Pulses,22,89,FPS3223,28-04-2024,Success
5728911376,Andhra Pradesh,District 8,45,Female,2,No,Pulses,5,358,FPS6966,22-04-2024,Failure
5474622796,Maharashtra,District 10,36,Other,6,No,Sugar,25,417,FPS8974,14-04-2024,Success
1618681259,Tamil Nadu,District 49,18,Male,9,No,Wheat,26,85,FPS7391,03-04-2024,Success
7480948976,Tamil Nadu,District 34,50,Other,3,No,Rice,5,455,FPS2256,17-04-2024,Failure
2257772864,Gujarat,District 6,22,Female,8,Yes,Rice,9,478,FPS5779,11-04-2024,Success
5708903519,Bihar,District 20,66,Female,8,No,Rice,19,462,FPS2150,28-04-2024,Success
8836978848,Uttar Pradesh,District 44,19,Male,8,No,Wheat,27,128,FPS3135,02-04-2024,Success
6603999363,Bihar,District 50,68,Female,5,No,Rice,12,126,FPS7866,17-04-2024,Failure
5929254919,Uttar Pradesh,District 39,61,Female,6,Yes,Millet,14,373,FPS8677,10-04-2024,Failure
7616006110,Maharashtra,District 17,79,Female,2,Yes,Pulses,28,253,FPS2767,12-04-2024,Success
1658522641,Bihar,District 7,25,Male,5,No,Wheat,6,307,FPS3165,26-04-2024,Failure
1370893247,Bihar,District 37,36,Female,2,No,Sugar,14,243,FPS6728,03-04-2024,Success
8459054306,Maharashtra,District 39,67,Other,4,Yes,Sugar,15,195,FPS2510,21-04-2024,Success
5898907508,Uttar Pradesh,District 29,49,Male,6,No,Millet,10,281,FPS9564,22-04-2024,Success
6245809804,Gujarat,District 23,71,Male,8,Yes,Millet,15,467,FPS7695,21-04-2024,Success
7760257039,Bihar,District 42,48,Male,5,No,Sugar,28,97,FPS6385,01-04-2024,Success
6858567366,Gujarat,District 29,20,Other,8,No,Sugar,33,328,FPS7001,09-04-2024,Failure
3638116698,Tamil Nadu,District 31,55,Other,6,No,Sugar,7,65,FPS9625,06-04-2024,Success
4317087655,Uttar Pradesh,District 1,32,Female,9,Yes,Pulses,29,403,FPS6476,28-04-2024,Success
9353064024,Karnataka,District 26,23,Male,9,No,Sugar,22,294,FPS2110,04-04-2024,Success
9161542909,Andhra Pradesh,District 8,40,Male,3,Yes,Millet,13,58,FPS9952,03-04-2024,Success
7252370521,Bihar,District 24,34,Other,3,Yes,Millet,35,285,FPS6945,16-04-2024,Failure
7639192107,Andhra Pradesh,District 7,38,Male,8,No,Sugar,24,292,FPS2127,02-04-2024,Success
3552107661,Tamil Nadu,District 38,38,Male,8,Yes,Rice,29,223,FPS4157,28-04-2024,Success
8052093344,Bihar,District 47,50,Other,8,No,Millet,12,342,FPS9247,22-04-2024,Failure
3751934883,West Bengal,District 48,76,Male,2,Yes,Sugar,32,273,FPS8346,29-04-2024,Failure
6642675265,Tamil Nadu,District 4,32,Male,7,Yes,Millet,29,229,FPS8570,26-04-2024,Failure
8010411556,Tamil Nadu,District 43,80,Male,3,Yes,Pulses,26,188,FPS5803,05-04-2024,Success
1523546266,Karnataka,District 19,45,Male,5,Yes,Wheat,22,246,FPS6963,18-04-2024,Failure
6236744344,Rajasthan,District 12,43,Male,6,Yes,Rice,10,98,FPS2815,01-04-2024,Success
1025370777,Gujarat,District 42,80,Other,7,Yes,Sugar,20,279,FPS2616,16-04-2024,Failure
7025358876,Andhra Pradesh,District 18,36,Male,8,Yes,Millet,17,498,FPS5804,13-04-2024,Failure
1938271608,Bihar,District 29,33,Male,7,No,Wheat,10,120,FPS8196,01-04-2024,Success
5538703657,Gujarat,District 32,35,Female,9,Yes,Rice,35,185,FPS5785,15-04-2024,Failure
2330726339,Maharashtra,District 34,21,Other,5,No,Wheat,12,349,FPS3165,19-04-2024,Success
5971161341,Madhya Pradesh,District 49,41,Female,3,No,Wheat,27,277,FPS4272,24-04-2024,Failure
8993925532,Tamil Nadu,District 33,24,Female,4,Yes,Sugar,19,328,FPS2345,02-04-2024,Failure
3738413587,Gujarat,District 10,18,Other,2,Yes,Rice,19,353,FPS9611,08-04-2024,Failure
9654103367,Andhra Pradesh,District 34,57,Female,3,No,Pulses,6,467,FPS5908,27-04-2024,Failure
4858954105,Uttar Pradesh,District 12,46,Male,3,No,Wheat,6,442,FPS5761,06-04-2024,Success
5696179932,Madhya Pradesh,District 13,51,Male,3,Yes,Rice,28,247,FPS6323,01-04-2024,Failure
2140706070,Madhya Pradesh,District 32,45,Female,8,Yes,Sugar,30,148,FPS7175,01-04-2024,Success
4810896180,Madhya Pradesh,District 29,30,Other,10,Yes,Pulses,30,122,FPS5145,07-04-2024,Failure
4581933156,Tamil Nadu,District 37,61,Other,9,No,Sugar,20,247,FPS2154,24-04-2024,Success
8523605615,Maharashtra,District 2,28,Male,4,No,Pulses,29,193,FPS6142,25-04-2024,Failure
4387572270,Tamil Nadu,District 14,62,Other,4,No,Pulses,11,283,FPS3817,17-04-2024,Failure
1315610596,West Bengal,District 11,52,Female,10,No,Sugar,20,392,FPS5747,05-04-2024,Failure
1771527282,Andhra Pradesh,District 29,71,Male,2,Yes,Rice,14,219,FPS7005,17-04-2024,Success
8837297954,Gujarat,District 1,70,Other,8,Yes,Millet,29,388,FPS5270,22-04-2024,Success
8598412381,Rajasthan,District 33,77,Female,8,No,Sugar,28,488,FPS1264,24-04-2024,Success
5209620625,Tamil Nadu,District 10,68,Other,9,No,Millet,18,292,FPS9040,05-04-2024,Failure
2001972194,Karnataka,District 8,67,Male,10,Yes,Pulses,13,131,FPS6578,26-04-2024,Failure
3839480785,Tamil Nadu,District 36,46,Female,9,No,Rice,26,314,FPS5876,29-04-2024,Success
1511030090,Rajasthan,District 14,51,Female,4,No,Pulses,13,380,FPS6797,04-04-2024,Failure
1604252663,Bihar,District 37,66,Male,8,No,Wheat,22,282,FPS4624,21-04-2024,Success
3606936547,Karnataka,District 21,40,Other,5,No,Pulses,21,385,FPS7871,25-04-2024,Success
3045429184,Uttar Pradesh,District 37,57,Female,2,No,Pulses,8,284,FPS7784,01-04-2024,Success
2754873502,Rajasthan,District 30,35,Other,4,No,Millet,32,400,FPS1631,05-04-2024,Failure
5273746639,Gujarat,District 48,44,Female,6,Yes,Millet,29,467,FPS8450,18-04-2024,Failure
5642942125,West Bengal,District 4,52,Female,3,Yes,Pulses,23,419,FPS8353,18-04-2024,Success
9168738469,Maharashtra,District 50,37,Female,8,Yes,Sugar,10,272,FPS2501,29-04-2024,Success
8139868449,Madhya Pradesh,District 11,79,Female,9,Yes,Sugar,29,366,FPS7088,03-04-2024,Failure
5166686937,Karnataka,District 21,25,Male,2,No,Rice,11,312,FPS3170,16-04-2024,Success
6099428948,Maharashtra,District 30,43,Male,2,Yes,Pulses,22,438,FPS2484,23-04-2024,Failure
1896698105,Madhya Pradesh,District 48,24,Male,7,No,Rice,32,357,FPS2840,22-04-2024,Failure
6275044916,Maharashtra,District 40,25,Male,5,Yes,Rice,12,57,FPS6134,13-04-2024,Failure
3114861601,Bihar,District 47,74,Male,8,Yes,Rice,25,348,FPS6081,19-04-2024,Failure
3088595040,West Bengal,District 41,47,Male,2,Yes,Millet,6,96,FPS6964,16-04-2024,Failure
5181190920,Gujarat,District 16,47,Male,9,Yes,Wheat,16,74,FPS3542,05-04-2024,Failure
4728333842,Andhra Pradesh,District 34,36,Other,7,No,Wheat,24,258,FPS8587,01-04-2024,Failure
3148320217,Gujarat,District 1,28,Female,7,No,Wheat,24,419,FPS3399,17-04-2024,Failure
1657989682,Maharashtra,District 9,64,Male,5,Yes,Millet,28,202,FPS3286,26-04-2024,Failure
7801318169,West Bengal,District 49,62,Male,8,Yes,Sugar,27,238,FPS9008,27-04-2024,Success
6393560514,Rajasthan,District 37,20,Female,5,Yes,Sugar,29,380,FPS4367,11-04-2024,Failure
9494820234,Madhya Pradesh,District 4,75,Female,3,No,Pulses,21,470,FPS6270,04-04-2024,Success
6622761829,Maharashtra,District 2,60,Female,7,No,Millet,26,338,FPS4181,28-04-2024,Failure
5040921619,Andhra Pradesh,District 2,26,Female,6,No,Rice,19,117,FPS8652,07-04-2024,Failure
2466105401,Karnataka,District 1,74,Other,6,No,Rice,35,79,FPS1307,02-04-2024,Failure
6941909743,Maharashtra,District 33,34,Male,5,No,Sugar,11,146,FPS4396,13-04-2024,Success
4027708690,Gujarat,District 20,80,Male,6,No,Wheat,19,348,FPS3648,23-04-2024,Failure
9750240644,Madhya Pradesh,District 7,18,Male,9,No,Wheat,33,361,FPS6163,08-04-2024,Failure
5928031671,Gujarat,District 4,30,Female,5,No,Millet,22,153,FPS6784,03-04-2024,Failure
8292157257,Rajasthan,District 37,20,Other,4,No,Millet,25,195,FPS2906,16-04-2024,Success
6398268872,Karnataka,District 12,31,Other,3,No,Wheat,13,455,FPS5275,19-04-2024,Failure
